"credit_card_number","gender","occupation","transaction_hour","total_transactions","total_spent","average_transaction_value","fraud_transactions"
"180046165512893","F","Engineer, biomedical","2","48","2967.8199999999997","61.829583333333325","0"
"4294040533480516","F","Biomedical scientist","2","35","2714.5400000000004","77.55828571428573","1"
"375904527651269","M","Nurse, mental health","2","24","1741.9299999999998","72.58041666666666","1"
"4646845581490336108","F","Film/video editor","2","58","6800.75","117.25431034482759","0"
"6506116513503136","F","Sports development officer","3","51","6791.889999999999","133.17431372549018","3"
"6569097840281287","M","Scientist, marine","3","24","1373.02","57.20916666666667","1"
"6011252220172077","M","Engineer, land","3","19","827.6899999999999","43.56263157894737","0"
"5104807169438134","F","Financial trader","3","21","2095.16","99.7695238095238","1"
"4220495028289516646","F","Wellsite geologist","3","52","2743.97","52.76865384615384","0"
"4861310130652566408","F","Surveyor, rural practice","3","68","7199.86","105.88029411764705","0"
"374930071163758","M","Police officer","3","63","3657.94","58.062539682539686","0"
"30153452207526","F","Radio producer","3","84","4651.57","55.37583333333333","0"
"6593250708747804","F","Paramedic","3","46","5506.24","119.70086956521739","0"
"6538891242532018","F","Engineer, control and instrumentation","3","64","8340.449999999999","130.31953124999998","1"
"213161869125933","F","Animal nutritionist","3","71","3775.7899999999995","53.18014084507042","0"
"30344654314976","F","Chartered legal executive (England and Wales)","3","51","4764.2699999999995","93.4170588235294","1"
"4681699462969","M","Journalist, newspaper","3","72","5151.389999999999","71.54708333333332","2"
"4855853415727304322","M","Senior tax professional/tax inspector","3","25","2158.35","86.334","1"
"30371006069917","M","Development worker, community","3","41","2614.75","63.77439024390244","0"
"571844099986","F","Engineering geologist","3","83","5797.05","69.84397590361446","0"
"6592861994408652","F","Colour technologist","3","54","3885.63","71.95611111111111","0"
"4396682467723","M","Catering manager","3","30","2046.0600000000004","68.20200000000001","0"
"4890424426862856940","M","Magazine features editor","3","37","3466.25","93.68243243243244","1"
"213102873001603","F","Engineer, maintenance","3","79","7075.18","89.55924050632912","1"
"4259996134423","F","Probation officer","3","47","3163.12","67.3004255319149","2"
"4294040533480516","F","Biomedical scientist","3","38","3135.44","82.51157894736842","1"
"4503101193493052864","F","Clothing/textile technologist","3","40","4006.91","100.17275","1"
"4623560839669","M","Administrator","4","85","7902.2300000000005","92.96741176470589","0"
"3527536963490470","F","Social researcher","4","57","3769.3599999999997","66.12912280701754","0"
"4536996888716062123","M","Historic buildings inspector/conservation officer","4","77","4252.32","55.22493506493506","0"
"38797410705641","M","Glass blower/designer","4","68","5573.839999999999","81.96823529411763","0"
"376028110684021","M","Tourist information centre manager","4","90","7345.330000000002","81.6147777777778","0"
"38588538868506","F","Lexicographer","4","57","3753.0100000000007","65.8422807017544","0"
"213161231269724","F","Physiological scientist","4","82","4324.0599999999995","52.73243902439024","0"
"3576281490078437","M","Financial adviser","4","12","1100.83","91.73583333333333","0"
"4301028321766222513","M","Secretary/administrator","4","68","5742.04","84.44176470588235","0"
"676248282243","F","Higher education careers adviser","4","49","2701.25","55.12755102040816","0"
"577588686219","M","Public relations account executive","4","23","1085.27","47.18565217391304","0"
"370348764075623","M","Accountant, chartered public finance","4","46","3288.45","71.48804347826086","0"
"38199021865320","M","Naval architect","4","68","6306.29","92.7395588235294","0"
"2283743876903625","F","Prison officer","4","58","3206.63","55.28672413793104","1"
"4658490815480264","F","Systems developer","4","95","6393.099999999999","67.29578947368421","0"
"3567697931646329","M","Travel agency manager","4","35","2682.48","76.64228571428572","1"
"4792627764422477317","F","Chief Executive Officer","4","97","11324.600000000002","116.74845360824744","0"
"4979422371139333","F","Product designer","4","66","4494.01","68.09106060606061","0"
"30427035050508","M","Broadcast presenter","4","59","6600.24","111.86847457627118","0"
"2305336922781618","M","Probation officer","4","58","3366.3","58.039655172413795","0"
"4683638447911","M","Broadcast presenter","4","77","6292.85","81.72532467532469","0"
"2254799658404120","F","Educational psychologist","4","28","3015.17","107.68464285714286","0"
"38057513087029","F","Geoscientist","4","25","1457.71","58.3084","0"
"6011382886333463","M","General practice doctor","4","43","2692.1399999999994","62.607906976744175","1"
"676195318214","F","Editor, film/video","5","39","2692.06","69.02717948717948","0"
"4681699462969","M","Journalist, newspaper","5","70","5650.88","80.72685714285714","0"
"30376238035123","F","Retail merchandiser","5","46","2367.49","51.467173913043474","0"
"4396682467723","M","Catering manager","5","25","1210.78","48.4312","0"
"4311368326621416041","M","Community arts worker","5","60","3179.9900000000002","52.999833333333335","0"
"4220345354880","M","Agricultural consultant","5","68","4891.26","71.93029411764707","0"
"38014427445058","F","Sport and exercise psychologist","5","19","1372.08","72.21473684210525","0"
"3550554389581384","M","Oncologist","5","18","1613.98","89.66555555555556","0"
"2576709887791552","M","Chartered public finance accountant","5","73","6032.32","82.6345205479452","0"
"3573386445588324","F","Systems developer","5","39","2678.53","68.68025641025642","0"
"30501624614310","F","Magazine features editor","5","58","4103.08","70.74275862068966","0"
"3508104404056005","M","Engineer, production","5","33","2630.3199999999997","79.70666666666666","0"
"377113842678100","M","Insurance risk surveyor","5","91","6662.79","73.21747252747252","0"
"4736845434667908128","F","Surveyor, land/geomatics","5","80","7099.74","88.74674999999999","0"
"375848982312810","M","Web designer","5","69","3981.2999999999993","57.69999999999999","0"
"4806443445305","M","Geochemist","5","7","435.39","62.19857142857143","0"
"374656033243756","M","Mudlogger","5","35","1911.3000000000002","54.60857142857143","0"
"4841313716651064","M","Development worker, community","5","81","6491.02","80.13604938271605","0"
"4792627764422477317","F","Chief Executive Officer","5","77","8414.05","109.27337662337662","0"
"180084695172649","F","Building surveyor","5","13","2413.06","185.62","1"
"4879265611163287","M","Advertising account executive","5","26","2226.1600000000003","85.62153846153848","0"
"213175487106448","F","Physicist, medical","5","57","2986.7299999999996","52.398771929824555","0"
"4613314721966","M","Soil scientist","5","54","4901.570000000001","90.76981481481482","0"
"6011148190095209","F","Buyer, industrial","5","32","3799.14","118.723125","0"
"4355790796238264643","M","Exhibition designer","5","61","4882.94","80.04819672131147","0"
"378006354724784","M","Senior tax professional/tax inspector","5","20","1644.6299999999999","82.2315","0"
"30033162392091","M","Metallurgist","5","26","2165.1","83.27307692307691","0"
"4457732997086323466","M","Immigration officer","5","76","5994.869999999999","78.87986842105262","0"
"6597248210463122","M","Optometrist","5","14","709.89","50.70642857142857","0"
"376028110684021","M","Tourist information centre manager","5","67","5588.9800000000005","83.41761194029851","1"
"3540210836308425","M","Fisheries officer","5","63","5117.120000000001","81.224126984127","0"
"342351256941125","F","Theatre manager","5","29","2520.93","86.92862068965516","0"
"213114122496591","M","Music tutor","5","49","3094.69","63.156938775510206","1"
"4713464490314802","M","Designer, industrial/product","5","18","1555.07","86.39277777777778","0"
"4740713119940984","F","Pensions consultant","5","53","2934.4400000000005","55.3667924528302","0"
"4670613943676271","F","Fitness centre manager","6","61","3694.29","60.56213114754098","0"
"4917187576956394","M","Psychotherapist, child","6","48","3065.89","63.87270833333333","0"
"38797410705641","M","Glass blower/designer","6","65","5250.320000000001","80.77415384615385","0"
"571844099986","F","Engineering geologist","6","66","5373.93","81.42318181818182","0"
"2576709887791552","M","Chartered public finance accountant","6","65","6798.049999999998","104.58538461538458","0"
"2283743876903625","F","Prison officer","6","41","2475.7799999999997","60.38487804878048","0"
"5104807169438134","F","Financial trader","6","23","2261.79","98.33869565217391","0"
"30238755902988","F","Press sub","6","71","5411.16","76.21352112676057","0"
"375767678113375","M","Waste management officer","6","75","5140.83","68.5444","0"
"3543591270174051","F","Early years teacher","6","64","4456.93","69.63953125","0"
"3527536963490470","F","Social researcher","6","62","4358.31","70.29532258064516","0"
"4996263498048679","F","Web designer","6","20","2070.9300000000003","103.54650000000001","0"
"4384910379661778","F","Naval architect","6","79","5933.67","75.10974683544303","0"
"341283058448499","M","Engineer, broadcasting (operations)","6","47","2665.67","56.71638297872341","0"
"374125201044065","M","Optician, dispensing","6","82","4121.31","50.25987804878049","0"
"180014262259255","F","Exercise physiologist","6","55","2891.2200000000003","52.56763636363637","0"
"4502539526809429801","F","Hydrologist","6","79","5158.79","65.30113924050633","0"
"4998109455173950","F","Counsellor","6","53","5782.650000000001","109.10660377358492","0"
"573283817795","F","Surveyor, hydrographic","6","30","1783.17","59.439","0"
"4961003488432306","F","Ecologist","7","32","1934.4799999999998","60.45249999999999","0"
"4191109180926792","F","Farm manager","7","34","4084.48","120.13176470588235","0"
"3567879740649740","F","Producer, radio","7","93","6479.74","69.67462365591398","0"
"375848982312810","M","Web designer","7","65","3441.7200000000003","52.94953846153847","0"
"3531129874770000","F","Scientist, marine","7","52","5989.27","115.17826923076925","0"
"377834944388609","M","Product designer","7","19","961.28","50.59368421052631","0"
"4003771737807706","F","Lecturer, further education","7","44","3149.88","71.58818181818182","0"
"180048185037117","F","Leisure centre manager","7","76","8583.800000000001","112.94473684210527","0"
"4917187576956394","M","Psychotherapist, child","7","46","2592.3999999999996","56.35652173913043","0"
"3567697931646329","M","Travel agency manager","7","50","2932.87","58.657399999999996","0"
"2256234701263057","M","Charity fundraiser","7","57","3753.7799999999997","65.85578947368421","0"
"4178097073221156","F","Horticulturist, commercial","7","31","3165.81","102.12290322580645","0"
"180040027502291","F","Audiological scientist","7","28","1583.4799999999998","56.552857142857135","0"
"38580485618059","F","Industrial/product designer","7","83","5279.910000000001","63.613373493975914","0"
"5456776410929288","F","Patent attorney","8","85","5689.55","66.93588235294118","0"
"30263540414123","M","Geoscientist","8","60","3518.96","58.64933333333333","0"
"4390966588600992777","M","Advertising copywriter","8","61","4474.45","73.3516393442623","0"
"4158945090781624","M","Scientist, marine","8","51","3335.66","65.40509803921569","0"
"2712209726293386","F","Designer, furniture","8","72","8870.9","123.20694444444445","0"
"6011329966782895","F","Teacher, special educational needs","8","42","5399.460000000001","128.55857142857144","0"
"30501624614310","F","Magazine features editor","8","50","3921.2599999999998","78.42519999999999","0"
"30143713661454","M","Embryologist, clinical","8","44","3205.83","72.85977272727273","0"
"3514897282719543","M","Cytogeneticist","8","76","5753.48","75.7036842105263","0"
"6538441737335434","F","Energy manager","8","57","2939.9999999999995","51.57894736842105","0"
"4265776278887457","F","Physicist, medical","8","93","7906.610000000001","85.017311827957","0"
"3575789281659026","F","Electronics engineer","8","79","5288.6","66.94430379746836","0"
"6593939509150446","F","Civil Service fast streamer","8","12","1304.52","108.71","0"
"3533800906065217","F","Surveyor, minerals","8","69","4892.379999999999","70.90405797101448","0"
"5580563567307107","M","Charity fundraiser","8","47","3929.0400000000004","83.59659574468085","0"
"3567527758368741","F","Scientist, biomedical","8","43","3540.5","82.33720930232558","0"
"3534093764340240","M","Patent attorney","8","22","1448.6200000000001","65.84636363636365","0"
"4292902571056973207","M","Therapist, horticultural","8","26","1442.4099999999999","55.47730769230769","0"
"2713913904780408","F","Multimedia programmer","8","92","6436.43","69.96119565217391","0"
"3565196229855512","F","Investment banker, corporate","8","58","4157.38","71.67896551724138","0"
"3552581383553463","M","Retail buyer","8","59","3820.1200000000003","64.7477966101695","1"
"3565414434959494","M","Materials engineer","8","28","3324.19","118.72107142857143","0"
"6011681934117244","F","Prison officer","8","35","3298.8399999999997","94.25257142857141","0"
"4328928491302401","F","Logistics and distribution manager","8","45","4564.99","101.44422222222222","0"
"349612764943496","M","Psychologist, forensic","8","59","5079.89","86.09983050847458","0"
"3549202406645667","M","Make","8","73","3708.2399999999993","50.79780821917807","0"
"4464457352619","F","Television production assistant","8","62","4767.18","76.89","1"
"180031190491743","F","Surveyor, land/geomatics","8","57","6226.95","109.24473684210525","0"
"2576709887791552","M","Chartered public finance accountant","8","69","4761.57","69.00826086956522","0"
"2720012583106919","M","Volunteer coordinator","9","67","5727.570000000001","85.48611940298508","0"
"30026790933302","M","Technical brewer","9","79","6554.0","82.9620253164557","0"
"30561214688470","F","Scientist, research (maths)","9","27","1413.17","52.339629629629634","0"
"2286236465059468","F","Agricultural consultant","9","57","3496.37","61.3398245614035","0"
"3593118134380341","F","Make","9","82","5696.67","69.47158536585366","0"
"4306630852918","F","Occupational hygienist","9","60","4167.120000000001","69.45200000000001","0"
"36153880429415","M","Plant breeder/geneticist","9","50","5163.530000000001","103.27060000000002","0"
"6011893664860915","F","Water engineer","9","67","8849.99","132.08940298507463","0"
"2242542703101233","M","Pensions consultant","9","45","2325.87","51.686","0"
"2356276337669917","M","Paediatric nurse","9","21","1235.31","58.824285714285715","0"
"3543299015720986","F","Teacher, English as a foreign language","9","24","3668.62","152.85916666666665","0"
"180084576295055","M","Archaeologist","9","61","3147.7","51.601639344262296","0"
"630423337322","F","Special educational needs teacher","9","81","5982.9","73.86296296296295","0"
"4926376199189801","F","Pharmacologist","9","39","6605.18","169.36358974358976","1"
"503874407318","M","Exhibition designer","9","64","4470.23","69.84734375","0"
"375237305371366","M","Retail buyer","9","23","1190.76","51.77217391304348","0"
"6011679934075347","F","Public librarian","9","33","2179.01","66.03060606060606","0"
"675909898057","M","Television/film/video producer","9","38","2479.94","65.26157894736842","0"
"4972228199573984","M","Quantity surveyor","9","22","1304.6799999999998","59.30363636363636","0"
"4642894980163","M","IT trainer","9","44","2908.79","66.10886363636364","0"
"3592931352252641","M","Barrister's clerk","9","56","2934.13","52.39517857142857","0"
"2512312531485080","M","Producer, radio","9","58","5061.879999999999","87.27379310344826","0"
"3541554378551366","F","Accounting technician","9","20","808.76","40.438","0"
"30234966027947","M","Child psychotherapist","10","64","4201.1","65.6421875","1"
"580954173374","F","Race relations officer","10","39","2432.9300000000003","62.38282051282052","0"
"4623560839669","M","Administrator","10","101","5571.790000000001","55.166237623762385","0"
"180064817343047","F","Chartered public finance accountant","10","69","4851.5","70.31159420289855","0"
"4681601008538160","F","Physiotherapist","10","68","8637.56","127.02294117647058","1"
"2348245054386329","M","Event organiser","10","76","5723.28","75.30631578947369","0"
"30029052116970","M","Metallurgist","10","62","3455.4","55.73225806451613","0"
"6011104316292105","F","Energy engineer","10","70","4483.61","64.05157142857142","0"
"36721445180895","M","Diagnostic radiographer","10","62","4224.280000000001","68.13354838709678","0"
"213126662687660","M","Video editor","10","47","2528.47","53.797234042553185","0"
"4005676619255478","M","Herbalist","10","59","3426.7500000000005","58.08050847457628","0"
"30328384440870","F","Cytogeneticist","10","56","4784.1900000000005","85.4319642857143","0"
"213141712584544","F","Fine artist","10","68","6850.840000000001","100.74764705882355","0"
"36153880429415","M","Plant breeder/geneticist","10","47","2575.7200000000003","54.802553191489366","0"
"3595192916105588","M","Scientist, research (maths)","10","60","3259.26","54.321000000000005","0"
"213199865312311","M","Pensions consultant","10","55","3099.49","56.35436363636363","0"
"4904681492230012","F","Comptroller","10","63","4110.299999999999","65.24285714285713","0"
"4841313716651064","M","Development worker, community","10","84","7127.719999999999","84.85380952380952","0"
"4736845434667908128","F","Surveyor, land/geomatics","10","83","5181.34","62.42578313253012","0"
"4476840372112","M","Editor, commissioning","10","45","2373.6000000000004","52.74666666666668","0"
"4446368897795790","M","Geologist, engineering","10","89","7462.18","83.8447191011236","0"
"5410056176712193","M","Art therapist","11","10","592.17","59.217","0"
"371226440126102","F","Race relations officer","11","68","5219.3099999999995","76.75455882352941","0"
"3567697931646329","M","Travel agency manager","11","52","2907.64","55.91615384615385","0"
"4476840372112","M","Editor, commissioning","11","48","2697.51","56.198125000000005","0"
"6011360759745864","M","Designer, multimedia","11","62","3989.3199999999993","64.34387096774192","0"
"3500165543009955","M","Health visitor","11","10","507.73999999999995","50.773999999999994","0"
"180067151859700","F","Teacher, secondary school","11","45","4596.37","102.14155555555556","0"
"4066595222529","F","Quarry manager","11","69","6468.66","93.74869565217391","0"
"3585052663373890","M","Science writer","11","43","3963.1000000000004","92.16511627906978","0"
"4585132874641","F","Land/geomatics surveyor","11","40","3837.7799999999997","95.94449999999999","0"
"2297447006766555","F","Landscape architect","11","83","6484.609999999999","78.12783132530119","0"
"3562679455732797","F","Maintenance engineer","11","52","3282.45","63.12403846153846","1"
"6011388901471808","F","Mining engineer","11","90","6631.85","73.68722222222223","0"
"213199865312311","M","Pensions consultant","11","57","4292.26","75.30280701754387","0"
"213195754007681","M","Commercial horticulturist","11","75","6148.120000000001","81.97493333333334","0"
"4063094974360571498","F","Scientist, audiological","11","42","3375.04","80.35809523809523","0"
"30153452207526","F","Radio producer","11","84","5891.29","70.13440476190476","0"
"4255397449664185994","M","Designer, interior/spatial","11","61","5619.63","92.12508196721312","0"
"3513285035244624","F","Biochemist, clinical","11","20","960.24","48.012","0"
"5130484058948421","M","Museum/gallery conservator","11","40","3726.47","93.16175","0"
"4427805710168","F","Licensed conveyancer","11","24","1399.98","58.3325","0"
"6011393492413821","F","Journalist, newspaper","11","30","1704.78","56.826","0"
"3543591270174051","F","Early years teacher","11","60","3953.63","65.89383333333333","0"
"4640395708703","F","Community education officer","11","92","5071.719999999999","55.12739130434782","0"
"3531129874770000","F","Scientist, marine","12","155","10671.599999999999","68.84903225806451","0"
"6596735789587928","M","Licensed conveyancer","12","37","1769.8199999999997","47.83297297297297","0"
"4365382885912355","M","Horticultural therapist","12","47","4416.08","93.95914893617021","0"
"4836998673805450","F","Trade mark attorney","12","171","18113.25","105.92543859649123","0"
"4003771737807706","F","Lecturer, further education","12","47","5365.849999999999","114.16702127659573","0"
"4220495028289516646","F","Wellsite geologist","12","42","3507.91","83.52166666666666","0"
"4128730454058057622","F","Engineer, production","12","73","3442.3900000000003","47.15602739726028","0"
"6011367958204270","F","Medical sales representative","12","192","14645.119999999999","76.27666666666666","0"
"342319985983023","M","Environmental health practitioner","12","67","7286.21","108.74940298507462","0"
"4452366298769043","F","Financial adviser","12","132","3971.6399999999994","30.088181818181813","0"
"3542162746848552","M","Communications engineer","12","18","576.0","32.0","0"
"4292902571056973207","M","Therapist, horticultural","12","119","8053.640000000001","67.67764705882354","0"
"675945690716","F","Podiatrist","12","113","3936.6800000000003","34.83787610619469","0"
"6528911529051375","F","Neurosurgeon","12","50","1799.58","35.9916","0"
"180036456789979","F","Risk analyst","12","138","5501.1","39.86304347826087","0"
"3528407217576457","F","Warden/ranger","12","69","4998.62","72.44376811594202","0"
"4809701904914","F","Chemical engineer","12","122","10284.78","84.30147540983607","0"
"3560336828629935","M","Embryologist, clinical","12","23","814.35","35.40652173913043","0"
"3593118134380341","F","Make","12","85","3469.1","40.81294117647059","0"
"3585740823295298","M","Librarian, public","12","119","6940.36","58.32235294117647","0"
"4653178848915023204","M","Clinical psychologist","12","50","3863.5099999999993","77.27019999999999","0"
"4727244663135968","F","Science writer","12","50","3445.6699999999996","68.9134","0"
"4116554952971686","F","Primary school teacher","12","10","552.33","55.233000000000004","0"
"4797297220948468262","F","Counsellor","12","151","7691.780000000001","50.938940397351","0"
"180084695172649","F","Building surveyor","12","38","2377.21","62.558157894736844","0"
"180018375329178","F","Geophysicist/field seismologist","12","92","5018.679999999999","54.55086956521738","0"
"580954173374","F","Race relations officer","12","38","2356.17","62.00447368421053","0"
"180046765320457","M","Building control surveyor","12","27","2055.98","76.14740740740741","0"
"6506982560413523","F","Surgeon","13","62","5356.85","86.40080645161291","0"
"2610529083834453","F","Prison officer","13","32","3005.66","93.926875","0"
"3586955669388457","M","Administrator, local government","13","49","5393.35","110.06836734693879","0"
"180094419304907","F","Designer, exhibition/display","13","185","18564.020000000004","100.34605405405408","0"
"374656033243756","M","Mudlogger","13","80","4485.32","56.0665","1"
"583699482621","F","Engineer, civil (contracting)","13","52","2560.68","49.24384615384615","0"
"4933461930348832","M","Chemical engineer","13","58","2031.0900000000001","35.01879310344828","0"
"377993105397617","M","Mining engineer","13","98","4149.57","42.34255102040816","0"
"5359543825610251","M","Engineer, drilling","13","128","9215.04","71.9925","0"
"6573561108825071","F","Bookseller","13","52","2978.8100000000004","57.2848076923077","0"
"378278619832195","F","Scientist, physiological","13","58","10043.29","173.1601724137931","0"
"3553629419254918","F","Research officer, political party","13","169","9232.0","54.62721893491124","0"
"6011382886333463","M","General practice doctor","13","41","2085.54","50.86682926829268","1"
"3540075240003197","M","Chief Strategy Officer","13","143","8291.94","57.98559440559441","0"
"3517527805128735","F","Medical secretary","13","103","4281.24","41.56543689320388","0"
"6011438889172900","F","Electrical engineer","13","191","11357.050000000001","59.46099476439791","0"
"4716561796955522","F","Water engineer","13","184","6391.900000000001","34.73858695652174","0"
"376012912828093","M","Claims inspector/assessor","13","50","3242.1300000000006","64.8426","0"
"2703186189652095","F","Psychologist, counselling","13","111","8808.87","79.3591891891892","0"
"4607072969078276","F","Amenity horticulturist","13","97","4518.96","46.587216494845364","0"
"180036456789979","F","Risk analyst","13","153","6270.249999999998","40.98202614379084","0"
"4839615922685395","M","Social researcher","13","83","3430.67","41.333373493975905","0"
"2706977570537524","M","Accounting technician","13","77","5990.469999999999","77.79831168831168","0"
"376445266762684","F","Insurance broker","13","185","7664.119999999999","41.42767567567567","0"
"3563837241599446","M","Research scientist (physical sciences)","13","55","2349.5499999999997","42.7190909090909","0"
"3567527758368741","F","Scientist, biomedical","13","42","2234.22","53.19571428571428","0"
"4710792708725663","M","Research officer, trade union","13","63","3576.2799999999997","56.766349206349204","0"
"6597248210463122","M","Optometrist","13","17","468.87000000000006","27.580588235294123","0"
"2714019737356678","F","Theme park manager","13","33","2407.92","72.96727272727273","0"
"3560797065840735","F","Film/video editor","13","166","5126.64","30.883373493975906","0"
"4512828414983801773","F","Tree surgeon","13","193","11140.890000000001","57.72481865284975","0"
"4247921790666","F","Television floor manager","14","61","3996.7400000000002","65.52032786885246","1"
"180047222886866","F","English as a foreign language teacher","14","29","1473.22","50.80068965517241","0"
"377026671291680","F","Investment analyst","14","141","5173.21","36.68943262411347","0"
"370348764075623","M","Accountant, chartered public finance","14","46","3145.71","68.385","0"
"676308307625","M","Animal nutritionist","14","22","1416.3000000000002","64.37727272727274","0"
"3502377050801561","F","Scientist, biomedical","14","45","3123.6","69.41333333333333","0"
"2657850734909997","M","Trading standards officer","14","29","1357.72","46.81793103448276","0"
"213186334552049","F","Chief Marketing Officer","14","65","2872.71","44.19553846153846","0"
"3501509250702469","M","Programme researcher, broadcasting/film/video","14","129","8749.939999999999","67.82899224806201","1"
"5359543825610251","M","Engineer, drilling","14","143","9222.4","64.49230769230769","0"
"346273234529002","F","Statistician","14","153","9381.15","61.31470588235294","0"
"3547560454237873","M","Designer, jewellery","14","70","3990.2000000000003","57.002857142857145","1"
"4981132848794","M","Child psychotherapist","14","64","2998.6499999999996","46.853906249999994","0"
"38947654498698","F","Copywriter, advertising","14","78","3280.15","42.05320512820513","0"
"4469777115158234880","M","Market researcher","14","124","5448.46","43.939193548387095","0"
"3593118134380341","F","Make","14","90","4554.37","50.60411111111111","0"
"3558881852140592","M","Geologist, engineering","14","44","2513.98","57.13590909090909","0"
"6547670341037171","M","Management consultant","14","70","2980.54","42.579142857142855","0"
"3546897637165774","F","Barrister","14","90","3166.0999999999995","35.178888888888885","0"
"573860193545","M","Trade mark attorney","14","121","5324.23","44.001900826446274","1"
"4683520018489354","M","Editor, magazine features","14","78","9174.979999999998","117.62794871794868","0"
"213163860545705","M","Claims inspector/assessor","14","51","4437.660000000001","87.0129411764706","0"
"342952484382519","F","Comptroller","14","171","5882.639999999999","34.40140350877193","0"
"36913587729122","F","Intelligence analyst","14","139","11816.129999999997","85.00812949640286","0"
"4538566639857","M","Programmer, multimedia","14","51","2654.22","52.0435294117647","0"
"4560004149983868183","F","Museum/gallery exhibitions officer","14","81","5266.870000000001","65.0230864197531","0"
"6538441737335434","F","Energy manager","14","180","12405.459999999997","68.9192222222222","0"
"343472729187663","F","Optician, dispensing","14","57","2880.2699999999995","50.53105263157894","0"
"60490596305","F","Programmer, applications","14","40","2102.63","52.56575","0"
"2454076758463217","M","Insurance risk surveyor","14","19","2118.6","111.50526315789473","0"
"2285066385084291","M","Exhibitions officer, museum/gallery","14","66","2432.42","36.85484848484849","0"
"2720894374956739","F","Psychologist, sport and exercise","14","36","2868.8500000000004","79.6902777777778","0"
"374125201044065","M","Optician, dispensing","14","54","2929.87","54.25685185185185","0"
"571365235126","F","Exhibitions officer, museum/gallery","14","174","10279.53","59.07775862068966","0"
"2288813824604479","F","Herbalist","14","95","8157.73","85.87084210526315","0"
"568279015842","M","Television floor manager","14","53","5575.43","105.1967924528302","0"
"30199621383748","F","Sub","15","144","9094.090000000002","63.15340277777779","0"
"4710826438164847414","M","Further education lecturer","15","73","3453.29","47.30534246575343","0"
"3526826139003047","M","Furniture designer","15","86","4008.8199999999997","46.61418604651163","0"
"4509142395811241","F","Engineer, technical sales","15","75","3320.8199999999997","44.2776","0"
"6597888193422452","M","Chief Technology Officer","15","89","9708.279999999999","109.08179775280898","1"
"4393520897625","M","Air broker","15","45","5519.85","122.66333333333334","1"
"30491348102802","M","Librarian, public","15","30","2055.17","68.50566666666667","0"
"38199021865320","M","Naval architect","15","92","8753.19","95.1433695652174","1"
"3533012926413100","F","IT trainer","15","141","5753.37","40.804042553191486","0"
"3598304579370089","M","Heritage manager","15","116","6272.620000000001","54.074310344827595","0"
"36581538659449","M","Occupational therapist","15","25","1173.3700000000001","46.9348","0"
"6011197122270059","M","Field seismologist","15","36","2566.4700000000003","71.29083333333334","0"
"342351256941125","F","Theatre manager","15","100","7675.540000000001","76.75540000000001","0"
"4570636521433188","F","Commercial horticulturist","15","54","4337.89","80.3312962962963","0"
"213153151785052","F","Seismic interpreter","15","103","3740.2","36.3126213592233","0"
"4783226709001","F","Film/video editor","15","67","2997.7999999999997","44.743283582089546","0"
"30042378430132","M","Tour manager","15","30","1359.22","45.30733333333333","0"
"4610050989831291","M","Garment/textile technologist","15","69","6418.71","93.02478260869566","0"
"4155021259183870","F","Research scientist (life sciences)","15","113","7089.43","62.7383185840708","0"
"4342532437704183","M","Further education lecturer","15","81","6148.290000000001","75.90481481481483","0"
"6011681934117244","F","Prison officer","15","49","2344.0200000000004","47.837142857142865","0"
"4469777115158234880","M","Market researcher","15","140","8478.310000000001","60.55935714285715","0"
"4025612008285111","F","Maintenance engineer","15","61","2373.6400000000003","38.91213114754099","0"
"375904527651269","M","Nurse, mental health","15","42","2005.17","47.74214285714286","0"
"3559160581764413","M","Toxicologist","15","101","12694.73","125.69039603960395","1"
"6011693194885790","F","Lecturer, further education","15","180","11350.06","63.05588888888889","0"
"4430881574719618","F","Public relations account executive","15","82","3334.71","40.66719512195122","0"
"370612217861404","F","Administrator, charities/voluntary organisations","15","98","6928.97","70.70377551020408","0"
"4538566639857","M","Programmer, multimedia","15","51","3474.07","68.11901960784314","1"
"3551512895305309","F","Development worker, international aid","15","18","961.5800000000002","53.42111111111112","0"
"213180742685905","F","Therapist, occupational","15","77","3495.9100000000003","45.401428571428575","0"
"4364010865167176","M","Immunologist","15","225","6976.300000000002","31.005777777777787","0"
"567868110212","F","Copywriter, advertising","15","151","12386.29","82.02841059602649","0"
"346273234529002","F","Statistician","15","167","13754.75","82.36377245508982","0"
"3582754887089201","M","Magazine features editor","16","75","3683.2","49.10933333333333","0"
"376445266762684","F","Insurance broker","16","188","8253.09","43.89941489361702","0"
"38947654498698","F","Copywriter, advertising","16","70","2486.8","35.52571428571429","0"
"4562827002127","M","Media planner","16","50","2202.1600000000003","44.043200000000006","0"
"36360452125889","M","Engineering geologist","16","21","936.86","44.61238095238095","0"
"3500969075198072","M","Clothing/textile technologist","16","168","12485.089999999998","74.3160119047619","0"
"4514242065619750","F","Pilot, airline","16","117","7075.420000000002","60.47367521367523","0"
"340953839692349","M","Doctor, hospital","16","155","7070.889999999999","45.61864516129032","0"
"4210078554961359092","F","Systems analyst","16","77","3623.790000000001","47.0622077922078","0"
"342351256941125","F","Theatre manager","16","87","5874.13","67.5187356321839","0"
"3596217206093829","F","Camera operator","16","174","7483.45","43.00833333333333","0"
"3533742182628021","M","Materials engineer","16","180","11256.75","62.5375","1"
"6526448584969862","M","Mechanical engineer","16","16","1039.18","64.94875","0"
